l_entity_id,r_business_id,_sim_score
48454,19732,1.0
3341,19909,1.0
41376,19909,1.0
84594,19909,1.0
19447,19979,0.8
22349,20099,0.8
68448,20352,0.8
7904,20451,1.0
7915,20451,1.0
10136,20451,1.0
25854,20451,1.0
72045,20452,0.8
72045,20453,0.8
55802,20570,1.0
35465,20645,1.0
35465,20646,1.0
7451,20742,0.8
11037,20774,1.0
81551,20812,0.8
13221,20818,1.0
40090,20818,1.0
46250,20818,1.0
53196,20818,1.0
63015,20818,1.0
78342,20818,1.0
80431,20818,1.0
93254,20818,1.0
49718,20844,0.8
61078,20963,0.8
24117,21014,1.0
79134,21052,0.8333333333333334
71391,21075,1.0
11812,21083,1.0
56237,21113,1.0
11902,21136,1.0
22778,21163,0.8333333333333334
61195,21308,1.0
8469,21313,0.8
59693,21322,0.8333333333333334
93106,21370,0.8333333333333334
30824,21450,1.0
90066,21456,1.0
55368,21632,0.8
92228,21733,1.0
84997,21904,1.0
61303,21924,1.0
81686,21924,1.0
75076,21944,0.8
11095,22116,1.0
43341,22127,1.0
52015,22127,1.0
87436,22127,1.0
73035,22147,1.0
81968,22259,1.0
64927,22296,1.0
64475,22311,0.8333333333333334
84816,22324,1.0
29163,22354,0.8
195,22389,0.8
16374,22454,1.0
10338,22647,0.8
12023,22650,1.0
32558,22650,1.0
81450,22650,1.0
44191,22651,0.8
52081,22668,1.0
38935,22770,1.0
21482,22820,0.8
52115,22921,1.0
11200,22922,1.0
67799,22983,1.0
15265,23005,1.0
37119,23116,0.8333333333333334
33898,23142,1.0
33898,23143,1.0
80788,23233,0.8
81551,23234,0.8
24177,23338,1.0
14235,23510,1.0
14235,23511,1.0
53413,23555,1.0
80943,23813,1.0
63398,23819,1.0
4249,23832,1.0
15600,23832,1.0
15715,23832,1.0
16912,23832,1.0
17599,23832,1.0
21051,23832,1.0
38135,23832,1.0
40309,23832,1.0
41640,23832,1.0
47681,23832,1.0
50447,23832,1.0
66496,23832,1.0
70537,23832,1.0
70728,23832,1.0
70741,23832,1.0
73281,23832,1.0
84701,23832,1.0
87342,23832,1.0
89547,23832,1.0
16922,23863,1.0
62921,24015,0.8
22123,24041,1.0
76538,24077,0.8
90380,24202,1.0
26774,24213,1.0
80776,24337,1.0
19181,24396,1.0
30754,24396,1.0
40553,24396,1.0
74075,24396,1.0
75091,24396,1.0
79836,24396,1.0
20029,24435,0.8
73099,24454,1.0
32611,24469,0.8333333333333334
56292,24469,0.8333333333333334
32611,24470,0.8333333333333334
56292,24470,0.8333333333333334
11747,24530,1.0
48718,24538,0.8
90713,24575,0.8
77818,24584,0.8
6808,24609,1.0
63376,24700,1.0
48718,24765,1.0
79213,24782,1.0
79213,24783,1.0
32965,24803,1.0
72272,24826,1.0
46530,25031,1.0
64147,25031,1.0
81920,25031,1.0
85853,25031,1.0
27442,25041,1.0
68469,25041,1.0
94303,25239,1.0
9422,25265,1.0
38465,25268,1.0
26218,25284,1.0
6661,25311,0.8
6661,25312,0.8
14232,25459,1.0
42491,25470,1.0
64845,25470,1.0
44247,25476,1.0
62001,25476,1.0
35002,25499,1.0
35785,25528,0.8333333333333334
16538,25547,0.8
26988,25657,1.0
20454,25679,0.8
87527,25729,0.8
75019,25736,0.8
4819,25773,0.8333333333333334
69719,25779,0.8333333333333334
28337,25805,0.8
22761,25836,1.0
19059,26034,0.8
2858,26151,1.0
44001,26251,0.8571428571428571
53739,26323,0.8
28031,26330,1.0
23594,26453,0.8
84280,26570,1.0
40210,26603,1.0
92221,26850,1.0
74041,27026,1.0
46811,27046,0.8
82968,27065,0.8
64414,27119,0.8
21583,27244,0.8
4062,27333,0.8
23332,27336,0.8
33930,27374,0.8
26491,27669,0.8
73083,27686,1.0
7099,27964,0.8
40722,27989,1.0
31745,28000,1.0
4975,28061,1.0
65959,28110,1.0
73420,28113,1.0
26491,28218,1.0
51843,28227,0.8
51843,28228,0.8
33844,28306,1.0
64346,28306,1.0
40088,28338,1.0
87574,28359,0.8
21768,28366,0.8
21768,28367,0.8
58823,28370,0.8
58823,28371,0.8
14930,28497,1.0
23128,28538,1.0
73626,28570,1.0
56708,28614,1.0
42364,28619,1.0
42364,28620,1.0
2842,28857,1.0
80642,28886,0.8
80642,28887,0.8
63464,29035,1.0
70128,29162,1.0
37087,29173,0.8
57212,29220,1.0
48630,29313,1.0
55185,29317,1.0
67021,29417,0.8
7338,29427,1.0
7338,29428,1.0
61095,29431,1.0
49008,29452,0.8
49008,29453,0.8
84026,29606,1.0
2275,29859,1.0
79589,30061,0.8
79589,30062,0.8
16943,30074,1.0
52815,30447,1.0
39354,30475,0.8333333333333334
16255,30497,0.8
47535,30588,0.8
80666,30631,1.0
3140,30710,1.0
63786,30736,0.8
88836,30825,1.0
93632,30825,1.0
49230,30875,0.8
74990,30875,0.8
63720,30906,1.0
45836,31220,0.8
69761,31382,0.8
70734,31444,1.0
4087,31446,1.0
24783,31776,1.0
3804,31962,0.8
45118,32029,0.8
47704,32243,0.8
74360,32339,1.0
94206,32851,1.0
4384,33230,1.0
4745,33305,1.0
50414,33338,0.8
72771,33338,0.8
33027,33455,1.0
85595,33482,0.8
78393,33490,1.0
74100,33625,1.0
66709,33750,1.0
22713,33762,0.8
68632,33871,1.0
84946,33871,1.0
5582,33976,1.0
14718,33976,1.0
50509,34080,1.0
10316,34190,0.8
33917,34218,1.0
63004,34274,1.0
24706,34281,0.8
89086,34338,0.8
85902,34490,0.8
70069,34712,1.0
64099,34782,1.0
44984,34835,1.0
62078,34857,1.0
64214,34857,1.0
10316,34994,1.0
70053,35353,1.0
35901,35454,0.8
39794,35591,0.8
81424,35592,0.8
40208,35799,1.0
40477,35799,1.0
53847,35799,1.0
69823,35799,1.0
23355,35882,1.0
29922,35885,1.0
56029,35909,0.8333333333333334
2041,35919,0.8
232,35968,1.0
58801,35968,1.0
72834,35968,1.0
86093,35968,1.0
86499,35968,1.0
18869,35989,1.0
51089,35989,1.0
51250,35989,1.0
70955,35989,1.0
83421,35989,1.0
34001,36129,0.8
25559,36176,1.0
62438,36317,1.0
64099,36346,0.8
13456,36428,1.0
13372,36844,1.0
15634,37090,0.8
2333,37101,1.0
2333,37102,1.0
31665,37276,1.0
48580,37457,0.8333333333333334
73466,37504,1.0
79962,37655,1.0
68164,37729,1.0
9962,37994,1.0
88166,38047,0.8333333333333334
17168,38069,1.0
68027,38083,1.0
59931,38212,1.0
1966,38249,0.8333333333333334
19086,38258,1.0
3889,38286,1.0
74826,38407,1.0
72271,38508,1.0
20153,38621,1.0
87162,38725,1.0
14083,38869,1.0
52244,38869,1.0
70112,38869,1.0
51532,38914,1.0
28609,39135,0.8333333333333334
26164,39585,1.0
36651,39606,1.0
74041,39637,1.0
80854,39654,0.8
65345,39755,1.0
21409,39832,0.8
68059,39852,1.0
33315,40201,0.8333333333333334
24840,40317,1.0
88446,40328,0.8
37869,40356,1.0
37869,40357,1.0
26551,40424,1.0
56096,40523,1.0
72023,40534,0.8
38695,40763,1.0
94113,40768,0.8
22928,40916,1.0
81619,41171,0.8
21141,41459,1.0
72023,41876,1.0
38537,41977,1.0
38537,41978,1.0
16875,42002,1.0
79688,42260,1.0
70263,42762,1.0
50896,43050,0.8333333333333334
92233,43235,1.0
50644,43245,0.8
49870,43363,1.0
50654,43481,1.0
92236,43481,1.0
89903,43601,1.0
59519,43629,1.0
76760,43657,1.0
76760,43658,1.0
32003,43736,0.8
39966,43785,1.0
49235,43847,0.875
9412,43987,1.0
40397,44049,1.0
40397,44050,1.0
76423,44055,0.8
5806,44156,1.0
48191,44207,1.0
77958,44247,0.8
41339,44403,1.0
53349,44408,0.8
53349,44409,0.8
1684,44414,0.8
72646,44478,1.0
46311,44779,1.0
46311,44780,0.8333333333333334
62525,44856,1.0
17123,44865,1.0
54285,44876,0.875
54285,44877,0.875
33037,44915,1.0
74071,44960,1.0
16506,45072,1.0
19759,45072,1.0
21819,45072,1.0
27484,45072,1.0
28663,45072,1.0
53194,45072,1.0
59030,45072,1.0
61712,45072,1.0
79473,45072,1.0
88578,45072,1.0
16506,45073,1.0
19759,45073,1.0
21819,45073,1.0
27484,45073,1.0
28663,45073,1.0
53194,45073,1.0
59030,45073,1.0
61712,45073,1.0
79473,45073,1.0
88578,45073,1.0
33885,45102,1.0
56195,45278,0.8
56195,45279,0.8
91594,45365,1.0
57124,45519,1.0
63631,45556,1.0
4641,45626,1.0
65452,45626,1.0
24455,45793,1.0
24455,45794,1.0
64409,45893,1.0
3125,45925,1.0
64649,45925,1.0
55773,46153,1.0
258,46187,1.0
6803,46438,1.0
82226,46535,0.8
74842,46565,1.0
16292,47029,0.8
37491,47173,1.0
10220,47369,1.0
75423,47486,1.0
75423,47487,1.0
58543,47633,1.0
72652,47633,1.0
19320,47891,1.0
1510,47897,1.0
24813,47902,0.8
42215,47902,0.8
10679,48160,1.0
53310,48233,0.8
53310,48234,0.8
23835,48251,1.0
11806,48273,0.8
6837,48397,0.8
57638,48460,1.0
89569,48594,1.0
44263,48640,0.8
3251,48862,0.8
3251,48863,0.8
62425,48929,1.0
3373,49007,1.0
7631,49007,1.0
31110,49007,1.0
38973,49007,1.0
39701,49007,1.0
50656,49007,1.0
474,49102,1.0
474,49103,1.0
571,49251,1.0
979,49251,1.0
2971,49251,1.0
6887,49251,1.0
9969,49251,1.0
11081,49251,1.0
11207,49251,1.0
16249,49251,1.0
17400,49251,1.0
17436,49251,1.0
19489,49251,1.0
20093,49251,1.0
20415,49251,1.0
26621,49251,1.0
27217,49251,1.0
30451,49251,1.0
32064,49251,1.0
33298,49251,1.0
34832,49251,1.0
35401,49251,1.0
36569,49251,1.0
37147,49251,1.0
38956,49251,1.0
41011,49251,1.0
41771,49251,1.0
44986,49251,1.0
48181,49251,1.0
49029,49251,1.0
49668,49251,1.0
50100,49251,1.0
51510,49251,1.0
53575,49251,1.0
54991,49251,1.0
59338,49251,1.0
59497,49251,1.0
60069,49251,1.0
62413,49251,1.0
63590,49251,1.0
65077,49251,1.0
70163,49251,1.0
73486,49251,1.0
75519,49251,1.0
77280,49251,1.0
78635,49251,1.0
85167,49251,1.0
87847,49251,1.0
88388,49251,1.0
89978,49251,1.0
90264,49251,1.0
92432,49251,1.0
8351,49311,1.0
2979,49352,1.0
53045,49385,1.0
53045,49386,1.0
45935,49492,1.0
12218,49565,1.0
83006,49615,0.8333333333333334
24401,49693,1.0
20195,49701,1.0
1078,49730,1.0
18826,49730,1.0
34237,49730,1.0
38141,49730,1.0
47014,49730,1.0
60936,49730,1.0
78369,49730,1.0
90524,49730,1.0
67815,49928,0.8
77112,50120,1.0
46098,50144,1.0
59302,50212,1.0
70603,50414,1.0
91547,50414,1.0
91830,50414,1.0
93973,50414,1.0
5791,50476,1.0
6012,50476,1.0
11791,50476,1.0
32691,50476,1.0
55881,50476,1.0
70900,50476,1.0
20095,50529,1.0
74858,50727,1.0
4426,50809,0.8
66291,50809,1.0
89521,50951,0.8333333333333334
23181,50989,1.0
88769,51007,1.0
51334,51100,1.0
42814,51249,1.0
21245,51269,1.0
22273,51269,1.0
93643,51350,0.8333333333333334
1575,51653,0.8
80398,51735,0.8
37643,51841,1.0
42426,51845,0.8
94347,51865,0.8
39332,51992,0.8
50092,52019,1.0
67398,52168,1.0
80073,52180,0.8
18874,52276,1.0
79405,52282,0.8571428571428571
80398,52289,1.0
52422,52367,1.0
92458,52370,1.0
83072,52395,0.8571428571428571
85411,52400,1.0
61477,52423,0.8
62197,52459,1.0
2710,52489,1.0
4367,52489,1.0
6055,52489,1.0
9929,52489,1.0
10408,52489,1.0
11512,52489,1.0
13448,52489,1.0
19622,52489,1.0
20022,52489,1.0
20502,52489,1.0
23445,52489,1.0
28463,52489,1.0
31108,52489,1.0
33709,52489,1.0
34224,52489,1.0
35706,52489,1.0
36960,52489,1.0
41071,52489,1.0
43010,52489,1.0
43078,52489,1.0
45155,52489,1.0
48868,52489,1.0
53529,52489,1.0
56485,52489,1.0
59435,52489,1.0
60602,52489,1.0
60802,52489,1.0
61983,52489,1.0
66373,52489,1.0
70504,52489,1.0
70832,52489,1.0
71259,52489,1.0
72662,52489,1.0
76431,52489,1.0
80991,52489,1.0
85143,52489,1.0
88026,52489,1.0
89192,52489,1.0
93964,52489,1.0
7282,52610,1.0
7282,52611,1.0
4465,52729,1.0
19727,52731,1.0
63250,52731,1.0
62129,52793,0.8
43749,52881,1.0
24132,52919,1.0
8830,52921,0.8571428571428571
32155,52935,0.8571428571428571
36576,52940,0.8
24255,53025,0.8
67914,53103,1.0
83795,53149,1.0
20869,53389,0.8333333333333334
41019,53438,1.0
36885,53621,0.8
36885,53622,0.8
86446,53647,0.8
86446,53648,0.8
80263,53764,1.0
80263,53765,1.0
74041,53818,1.0
69705,53848,1.0
69705,53849,1.0
69452,53876,0.8
88157,53907,1.0
9380,53952,0.8
13505,54098,1.0
13505,54099,1.0
20587,54294,0.8571428571428571
37580,54370,0.8
74002,54394,0.8
34769,54418,0.8
54143,54452,0.8
22952,54550,0.8333333333333334
22952,54551,0.8333333333333334
47701,54560,1.0
75793,54638,1.0
77461,54676,1.0
40326,54791,1.0
15139,54795,1.0
65942,54872,0.8
21989,54905,1.0
59093,54912,0.8
47944,54915,0.8
3687,54930,0.8
16332,55128,1.0
68120,55170,1.0
66500,55178,1.0
33187,55200,0.8571428571428571
31722,55373,0.8
75574,55441,1.0
5410,55502,1.0
58811,55504,0.8
57701,55554,1.0
68786,55649,1.0
85996,55649,1.0
13676,55681,1.0
579,55799,0.8
19166,55825,0.8
25323,55840,0.8333333333333334
49151,55847,1.0
31725,55939,1.0
31725,55940,1.0
41019,55960,0.8
79369,55986,0.8
26580,56055,0.8333333333333334
85385,56111,0.8
11283,56204,0.8
12387,56313,0.8
64596,56341,0.8
32303,56342,0.8
32303,56343,0.8
11651,56523,1.0
11651,56524,1.0
787,56561,0.8
28895,56714,1.0
28895,56715,1.0
2564,56739,0.8333333333333334
6013,56745,1.0
2564,56747,0.8333333333333334
93640,56818,0.8
79342,56949,0.8
93830,57066,1.0
10451,57243,1.0
52942,57243,1.0
62215,57243,1.0
58346,57311,1.0
4611,57334,1.0
37162,57456,1.0
34726,57483,1.0
60204,57514,1.0
76583,57529,1.0
76583,57530,1.0
2410,57558,1.0
50232,57582,1.0
68998,57604,0.8571428571428571
35049,57777,0.8
82063,57790,1.0
18171,57824,1.0
17573,57856,1.0
12018,57865,1.0
65557,57867,1.0
40212,58064,1.0
1433,58230,1.0
83848,58260,1.0
44520,58313,1.0
6410,58315,1.0
79536,58376,0.8333333333333334
82135,58379,0.8571428571428571
11796,58425,0.8
11796,58426,0.8
63811,58459,1.0
93349,58469,1.0
64014,58488,1.0
26338,58574,1.0
49409,58766,1.0
23372,58793,1.0
26417,58793,1.0
26545,58793,1.0
33580,58793,1.0
33897,58793,1.0
39777,58793,1.0
40428,58793,1.0
45774,58793,1.0
62276,58793,1.0
64747,58793,1.0
7169,58871,0.8
7169,58872,0.8
40048,58882,1.0
56014,58929,1.0
3144,59080,1.0
73265,59196,0.8333333333333334
73265,59197,0.8333333333333334
1434,59204,1.0
2397,59204,1.0
2460,59204,1.0
2506,59204,1.0
3103,59204,1.0
5237,59204,1.0
6335,59204,1.0
6404,59204,1.0
6712,59204,1.0
7000,59204,1.0
7430,59204,1.0
8849,59204,1.0
9015,59204,1.0
9459,59204,1.0
11548,59204,1.0
12026,59204,1.0
12200,59204,1.0
13421,59204,1.0
13466,59204,1.0
15285,59204,1.0
15968,59204,1.0
16274,59204,1.0
17173,59204,1.0
17854,59204,1.0
18380,59204,1.0
19010,59204,1.0
20814,59204,1.0
21263,59204,1.0
21659,59204,1.0
21682,59204,1.0
22861,59204,1.0
23549,59204,1.0
23630,59204,1.0
24562,59204,1.0
27120,59204,1.0
27747,59204,1.0
28586,59204,1.0
28683,59204,1.0
28687,59204,1.0
30205,59204,1.0
30612,59204,1.0
30897,59204,1.0
31091,59204,1.0
31221,59204,1.0
32893,59204,1.0
33677,59204,1.0
35218,59204,1.0
35732,59204,1.0
36831,59204,1.0
37701,59204,1.0
38752,59204,1.0
38762,59204,1.0
39163,59204,1.0
39279,59204,1.0
39529,59204,1.0
39980,59204,1.0
40658,59204,1.0
40812,59204,1.0
41255,59204,1.0
41688,59204,1.0
41850,59204,1.0
43388,59204,1.0
44026,59204,1.0
45021,59204,1.0
45450,59204,1.0
46215,59204,1.0
47251,59204,1.0
47326,59204,1.0
47434,59204,1.0
48247,59204,1.0
48645,59204,1.0
48857,59204,1.0
49065,59204,1.0
49608,59204,1.0
51933,59204,1.0
52010,59204,1.0
52933,59204,1.0
53050,59204,1.0
53247,59204,1.0
54648,59204,1.0
55592,59204,1.0
58155,59204,1.0
60535,59204,1.0
60541,59204,1.0
60685,59204,1.0
61093,59204,1.0
62575,59204,1.0
63189,59204,1.0
64015,59204,1.0
64802,59204,1.0
65903,59204,1.0
66455,59204,1.0
68521,59204,1.0
69245,59204,1.0
69702,59204,1.0
70120,59204,1.0
71515,59204,1.0
74931,59204,1.0
76503,59204,1.0
76918,59204,1.0
76982,59204,1.0
77171,59204,1.0
77602,59204,1.0
78416,59204,1.0
78768,59204,1.0
79425,59204,1.0
79750,59204,1.0
80548,59204,1.0
80774,59204,1.0
80809,59204,1.0
80987,59204,1.0
82711,59204,1.0
82915,59204,1.0
84598,59204,1.0
85174,59204,1.0
85547,59204,1.0
85703,59204,1.0
85809,59204,1.0
85882,59204,1.0
87322,59204,1.0
87736,59204,1.0
87765,59204,1.0
87946,59204,1.0
88161,59204,1.0
88428,59204,1.0
88948,59204,1.0
90569,59204,1.0
91615,59204,1.0
91643,59204,1.0
92292,59204,1.0
92957,59204,1.0
93924,59204,1.0
94044,59204,1.0
94054,59204,1.0
54860,59320,0.8
87450,59337,1.0
36417,59386,1.0
36417,59387,1.0
47149,59483,1.0
47149,59484,1.0
7682,59582,0.8
72774,59720,0.8333333333333334
24501,59871,1.0
20120,59943,0.8
3016,60142,0.8333333333333334
58952,60161,1.0
70585,60193,1.0
5727,60203,1.0
50358,60207,1.0
50358,60208,1.0
81945,60210,1.0
49067,60264,1.0
10002,60390,0.8
79194,60465,1.0
3093,60554,0.8
55843,60803,1.0
68715,60853,0.8
67824,60884,1.0
58127,60894,1.0
86088,60971,0.8
86088,60972,0.8
70242,60990,1.0
91552,60990,1.0
29156,60999,1.0
35065,61016,1.0
35065,61017,1.0
26204,61074,1.0
87843,61079,0.8
90929,61174,1.0
3725,61327,1.0
78636,61474,0.8
10213,61556,0.8
29226,61567,0.8333333333333334
3040,61582,1.0
4885,61603,1.0
4885,61604,1.0
4163,61663,1.0
4919,61663,1.0
5553,61663,1.0
7892,61663,1.0
10417,61663,1.0
11479,61663,1.0
12514,61663,1.0
22429,61663,1.0
25074,61663,1.0
30353,61663,1.0
31554,61663,1.0
40861,61663,1.0
48334,61663,1.0
49810,61663,1.0
49883,61663,1.0
56468,61663,1.0
61671,61663,1.0
65615,61663,1.0
79783,61663,1.0
82708,61663,1.0
87510,61663,1.0
88872,61663,1.0
89939,61663,1.0
38023,61664,1.0
38023,61665,1.0
54860,61712,0.8
58880,61761,0.8333333333333334
65346,61827,1.0
13832,61847,0.8
70483,61847,0.8
52197,61871,1.0
15189,61872,0.8
11276,61966,0.8
61906,62115,1.0
75654,62115,1.0
78968,62115,1.0
81594,62126,0.8
51013,62397,0.8
25284,62459,0.8333333333333334
78441,62531,0.8
88527,62560,1.0
78401,62621,1.0
73453,62650,0.8
68522,62685,1.0
34668,62717,0.8333333333333334
71280,62722,0.8
69092,62795,0.8571428571428571
79027,62804,0.8
8336,62818,1.0
40947,62818,1.0
64908,62818,1.0
16439,62938,0.8
9409,62942,1.0
12291,62942,0.8333333333333334
12541,62942,1.0
35309,62942,1.0
16125,62974,1.0
84138,62974,1.0
2247,63005,1.0
34209,63010,1.0
26460,63100,1.0
14505,63124,1.0
48620,63137,1.0
64484,63147,1.0
78131,63147,1.0
22596,63156,0.8
59538,63241,0.8
85800,63256,0.8
85800,63257,0.8
18056,63379,1.0
44483,63666,0.8333333333333334
69027,63677,0.8
75413,63764,1.0
89063,63764,1.0
66959,63854,0.8571428571428571
4663,63976,1.0
93668,63976,1.0
49059,63987,1.0
67764,63987,1.0
72770,63987,1.0
84852,63987,1.0
69580,64010,1.0
31467,64178,0.8333333333333334
51193,64298,1.0
51193,64299,1.0
51262,64358,1.0
35674,64476,1.0
83093,64496,1.0
32373,64576,1.0
92320,64649,1.0
40369,64672,0.8
23950,64790,0.8333333333333334
33249,64842,0.8571428571428571
45464,64867,1.0
55576,64868,0.8
89338,64868,0.8
54797,64877,1.0
61036,64967,0.8
61919,64967,0.8
21704,64981,1.0
32100,64982,1.0
93515,65003,1.0
90122,65145,0.8
50451,65184,1.0
2970,65351,1.0
192,65442,1.0
78598,65537,1.0
87596,65699,1.0
64316,65836,0.8
79012,65840,1.0
71016,65907,1.0
7682,65957,0.8
73857,65964,1.0
73857,65965,1.0
7561,65991,1.0
77944,66079,1.0
85335,66128,1.0
12755,66192,1.0
20427,66233,1.0
70176,66268,0.8
56865,66313,1.0
65825,66351,1.0
91510,66351,1.0
42899,66487,1.0
56450,66637,1.0
76035,66663,1.0
85807,66696,1.0
85807,66697,1.0
60372,66728,0.8333333333333334
78895,66730,1.0
70097,66734,0.8333333333333334
65163,66917,0.8
35728,66971,1.0
70716,67157,0.8
4305,67158,1.0
77434,67158,1.0
83544,67158,1.0
